,Unnamed: 0,PGN,Mode,Result,Average Rating,Rating Difference,Termination Type,w_checks,w_avg_possible_checks,w_castling,w_avg_possible_moves,w_avg_reachable_squares,w_avg_threatened_pieces,w_avg_pieces_left,b_checks,b_avg_possible_checks,b_castling,b_avg_possible_moves,b_avg_reachable_squares,b_avg_threatened_pieces,b_avg_pieces_left
120,120,1. g3 e5 2. c4 Qf6 3. Bg2 Bc5 4. e3 Ne7 5. d4 exd4 6. exd4 Bxd4 7. Nf3 Qe6+,Blitz,Black Wins,1501,254,Time forfeit,0.0,0.0,0.0,29.142857142440818,30.28571428528163,1.1428571428408163,38.42857142829694,1.0,1.7142857142612244,0.0,37.28571428518163,30.85714285670204,1.9999999999714286,38.714285714009186
121,121,1. e4 c6 2. d4 d5 3. Nc3 h6 4. Nf3 Bg4 5. Be2 e6 6. O-O Nd7 7. Re1 Bd6 8. h3 Bxf3 9. Bxf3 dxe4 10. Nxe4 Bb8 11. b3 Ngf6 12. Bb2 Nxe4 13. Bxe4 Nf6 14. Bf3 Qd6 15. g3 O-O 16. Qe2 Nd5 17. c4 Nf6 18. Rad1 a6 19. d5 exd5 20. Bxf6 Qxf6 21. cxd5 cxd5 22. Bxd5 Ba7 23. Bxb7 Rae8 24. Qc2 Rxe1+ 25. Rxe1 Qd6 26. Kg2 Qb6 27. Be4 f5 28. Bd5+ Kh8 29. Rf1 Qd4 30. Qc4 Qe5 31. f4 Qb2+ 32. Kh1 Qxa2 33. Rc1 Qd2 34. Qc2 Qe3 35. Rd1 Qxg3 36. Qh2 Qe3 37. Bg2 Qe2 38. Rb1 Qd3 39. Rb2 Bd4,Blitz,Black Wins,1676,-102,Time forfeit,0.0,0.18181818181652892,1.0,32.9999999997,32.18181818152562,2.4545454545231404,37.95238095220023,0.0,0.399999999996,0.0,34.599999999654,35.399999999646,1.99999999998,38.14285714267552
122,122,1. d4 d5 2. e3 c5 3. Bd3 Nf6 4. c3 c4 5. Nd2 e6 6. Bc2 Bd6 7. f4 Qc7 8. Ngf3 O-O 9. O-O b6 10. Ne5 Bb7 11. Qf3 Nc6 12. g4 Ne4 13. Nxe4 dxe4 14. Bxe4 f5 15. Bxc6 Bxe5 16. Bxb7 Rab8 17. dxe5 Rxb7 18. gxf5 Rxf5 19. e4 Rf8 20. Be3 Qf7 21. Bd4 Qg6+ 22. Kh1 Qh6 23. f5 exf5 24. exf5 b5 25. Qxb7 b4 26. Rg1 bxc3 27. e6 g6 28. fxg6 hxg6 29. bxc3 Re8 30. Qe4 g5 31. Qf5 Re7 32. Rxg5+ Rg7 33. Qf7+,Bullet,White Wins,1867,-20,Time forfeit,0.0,0.8181818181743802,1.0,33.99999999969091,32.90909090879173,1.363636363623967,38.99999999981429,0.0,0.099999999999,1.0,31.399999999686,33.699999999663,1.699999999983,38.99999999981429
123,123,1. e4 Nf6 2. Nc3 e5 3. Nf3 Bc5 4. Bc4 Nd5 5. exd5 Qh4 6. O-O Qxc4 7. Nxe5 O-O 8. Nxc4,Classical,White Wins,1419,264,Normal,0.0,0.0,1.0,29.49999999963125,31.49999999960625,4.374999999945312,38.19999999974533,0.0,0.9999999999857143,1.0,32.14285714239796,32.428571428108164,3.571428571377551,36.79999999975467
124,124,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 c6 5. Nge2 Nf6 6. d4 Bf5 7. f3 Bg6 8. Bf4 e6 9. Qd2 Bd6 10. h4 Bxf4 11. Nxf4 Nbd7 12. h5 Bf5 13. g4 g5 14. Nfe2 Nxg4 15. fxg4 Bxg4 16. O-O-O Nb6 17. Bb3 Qe7 18. Rdg1 Bxe2 19. Qxe2 O-O-O 20. Qe3 f6 21. Qxe6+ Qxe6 22. Bxe6+ Kc7 23. Rd1 Rhf8 24. d5 h6 25. dxc6 bxc6 26. Rxd8 Rxd8 27. Rd1 Rxd1+ 28. Nxd1 Kd6 29. Bf5 Ke5 30. Ne3 Kf4 31. Kd2 Na4 32. b3 Nc5 33. b4 Ne4+ 34. Bxe4 Kxe4 35. Ke2 f5 36. Kf2 f4,Bullet,Black Wins,1798,0,Time forfeit,0.0,0.6363636363578512,0.0,35.454545454223144,31.454545454259502,2.545454545431405,37.85714285696259,0.0,0.599999999994,0.0,33.99999999966,32.599999999674,2.499999999975,37.95238095220023
125,125,1. e4 Nf6 2. Nf3 Nxe4 3. Bc4 Nf6 4. Nc3 e6 5. d4 d5 6. Bd3 c6 7. Ne2 Be7 8. Ng3 O-O 9. O-O h6 10. Ne5 Nbd7 11. Bf4 Nxe5 12. Bxe5 Nd7 13. Nh5 Nxe5 14. dxe5 f5 15. exf6 Bxf6 16. Qg4 Qe8 17. Bg6 Qe7 18. Rfe1 Bd7 19. f4 Rad8 20. f5 e5 21. Ng3 Be8 22. Nh5 Bxg6 23. fxg6 Qd7 24. Qg3 Qf5 25. Nxf6+ Rxf6 26. Rf1 Qxc2 27. Rxf6 gxf6 28. g7 Re8 29. Qg6 Qxg6 30. Rf1 e4 31. g3 e3 32. Re1 e2 33. Kf2 Qc2 34. Kf3 Qd2 35. Kf2 Qxe1+ 36. Kxe1 d4 37. Kf2 d3 38. Ke1 d2+ 39. Kxd2 e1=Q+ 40. Kd3 Qe3+ 41. Kc4 Rd8 42. a4 b6 43. Kb4 a6 44. b3 b5 45. a5 c5+ 46. Ka3 Rd1 47. g4 Qd2 48. g5 Ra1#,Bullet,Black Wins,1772,-5,Normal,0.0,0.45454545454132234,1.0,35.363636363314875,30.272727272452066,0.8181818181743802,38.14285714267552,0.0,0.399999999996,1.0,27.399999999726,34.299999999657,1.099999999989,38.99999999981429
126,126,1. e4 d5 2. d3 dxe4 3. dxe4 Qxd1+ 4. Kxd1 Nc6 5. Bd3,Bullet,White Wins,1857,-354,Time forfeit,0.0,0.199999999996,0.0,23.399999999532,27.599999999448,1.199999999976,34.33333333295185,1.0,0.74999999998125,0.0,26.4999999993375,30.74999999923125,2.4999999999375,35.44444444405062
127,127,1. d4 d6 2. e3 e5 3. c4 exd4 4. exd4 c5 5. d5 b5 6. Qe2+ Qe7 7. Qxe7+ Bxe7 8. cxb5 Bd7 9. a3 Bxb5 10. Bxb5+ Nd7 11. Be2 Ndf6 12. Nf3 Nxd5 13. O-O Ngf6 14. Nc3,Bullet,White Wins,1570,-9,Time forfeit,3.0,0.7272727272661157,0.0,29.999999999727272,29.272727272461157,1.7272727272570247,34.61904761888277,0.0,0.299999999997,0.0,21.299999999787,31.699999999683,0.899999999991,33.66666666650635
128,128,1. e4 e5 2. Nf3 f6 3. c3 d6 4. Bc4 Ne7 5. h3 b6 6. a3 Nbc6 7. O-O Bb7 8. d3 Qd7 9. Nbd2 O-O-O 10. Re1 Kb8 11. b4 Rc8 12. Nf1 h6 13. d4 exd4 14. cxd4 f5 15. d5 Nd8 16. Nd4 fxe4 17. Rxe4 Nf5 18. Bb5 Qf7 19. Nxf5 Qxf5 20. Rf4 Qxd5 21. Qxd5 Bxd5 22. Bd7 Ne6 23. Rf5 Rd8 24. Rxd5 Rxd7 25. Be3 Be7 26. Rad1 Bf6 27. Ng3 g6 28. Ne4 Bg5 29. Bxg5 hxg5 30. Nxg5 Rh5 31. Nxe6 Rxd5 32. Rxd5 Re7 33. Nf4 Re1+ 34. Kh2 Ra1 35. Nxg6 Rxa3 36. Ne7 Rb3 37. h4 Kb7 38. h5 Rxb4 39. g3 a5 40. h6 Rb2 41. Kg2 a4 42. h7 a3 43. h8=Q a2 44. Qc8+ Ka7 45. Qxc7+ Ka6 46. Qc8+ Ka7 47. Nc6#,Blitz,White Wins,1481,207,Normal,0.0,0.999999999990909,1.0,31.81818181789256,30.454545454268594,0.45454545454132234,38.99999999981429,0.0,0.0,1.0,27.299999999727,35.299999999647,1.199999999988,38.99999999981429
129,129,1. e4 c5 2. c3 Nc6 3. d4 cxd4 4. cxd4 e5 5. d5 Nce7 6. Nc3 Nf6 7. Nf3 Ng6 8. Bg5 Be7 9. d6 Bf8 10. Nb5 Qa5+ 11. Bd2 Qb6 12. Nc7+ Kd8 13. Ng5 Bxd6 14. Nxa8 Qc6 15. Nxf7+ Ke8 16. Nxh8 Nxh8 17. Be2 b6 18. O-O Qxa8 19. f3 h6 20. Kh1 Ng6 21. Bxh6 gxh6 22. Qxd6 Kf7 23. Bc4+ Kg7 24. Rac1 Ne8 25. Qd3 Qc6 26. Ba6 Qf6 27. Rxc8 Nf4 28. Qxd7+ Kg6 29. Rxe8 Kh5 30. g4+ Kh4 31. Qe7 Qxe7 32. Rxe7 Kg5 33. Rf7 Kg6 34. Rxf4 exf4 35. h4 h5 36. g5 Kg7 37. Rd1 Kf7 38. Rd6 b5 39. Bxb5 a5 40. Rh6 Kg7 41. Rxh5 Kg6 42. Rh6+ Kg7 43. Bc4 Kf8 44. Rf6+ Kg7 45. h5 Kh8 46. Rf8+ Kg7 47. Rg8+ Kh7 48. h6 a4 49. Rg7+ Kh8 50. g6 a3 51. Rg8#,Blitz,White Wins,1506,58,Normal,0.0,0.0,0.0,34.090909090599176,29.72727272700248,1.5454545454404958,38.23809523791316,1.0,0.399999999996,0.0,24.399999999756,35.899999999641,2.099999999979,38.285714285531974
130,130,1. Nf3 e6 2. g3 b6 3. Bg2 Bb7 4. d4 g5 5. Bxg5 Be7 6. Bd2 Nf6 7. O-O Ng4 8. Ne5 Nxh2 9. Kxh2 Bd6 10. Bf4 Bxg2 11. Kxg2 f6 12. Nd3 e5 13. dxe5 fxe5 14. Nxe5 Nc6 15. Nxc6 dxc6 16. Qd2 Qe7 17. Qd4 O-O-O 18. Nc3 Rhg8 19. Bxd6 Rxd6 20. Qf4 Rf6 21. Qc4 Qe8 22. Ne4 Rf4 23. Nd6+ cxd6 24. Qxf4 Qxe2 25. Qf5+ Kb7 26. Qf7+,Classical,White Wins,1549,-20,Normal,0.0,0.0,1.0,31.909090908800827,30.99999999971818,3.8181818181471074,38.42857142838844,0.0,0.299999999997,0.0,32.199999999678,31.499999999685,2.699999999973,37.523809523630845
131,131,1. d4 d6 2. e3 e6 3. Nf3 g6 4. a3 Bg7 5. b4 b6 6. Bb2 Bb7 7. Be2 Nd7 8. O-O Ne7 9. Nbd2 O-O 10. Rb1 c6 11. h3 a5 12. Ne4 Nf6 13. Nxf6+ Bxf6 14. b5 c5 15. dxc5 Bxb2 16. cxd6 Bxa3 17. dxe7 Bxe7 18. Qxd8 Rfxd8 19. Rbd1 Rd6 20. Ne5 Rad8 21. Nc4 Rxd1 22. Rxd1 Rxd1+ 23. Bxd1 Bc5 24. c3 Bd5 25. Be2 a4 26. Nd2 a3 27. c4 a2 28. Nb3 Be4 29. Bd1 Bd3 30. Na1 Bxc4 31. Ba4 Bb4 32. Bb3 Bxb3 33. Nxb3 Bc3 34. Kf1 a1=R+ 35. Nxa1 Bxa1 36. Ke2 Bc3 37. Kd3 Ba5 38. f4 Kg7 39. Ke4 f6 40. g4 h6 41. Kd4 h5 42. gxh5 gxh5 43. e4 Kg6 44. Kd3 f5 45. exf5+ Kxf5 46. Ke3 Bb4 47. Kd3 Kxf4,Classical,Black Wins,1859,-1,Normal,0.0,0.45454545454132234,1.0,30.272727272452066,29.636363636094213,1.7272727272570247,38.99999999981429,0.0,0.0,1.0,33.099999999669,32.399999999676,0.0,38.99999999981429
132,132,1. e4 e5 2. Bc4 Nc6 3. a3 Nf6 4. d3 h6 5. h3 Be7 6. Nf3 d6 7. Nc3 O-O 8. Be3 Qe8 9. Qd2 Nh7 10. g4 g5 11. O-O-O Be6 12. Nd5 Bxd5 13. Bxd5 Nd8 14. h4 c6 15. Bb3 gxh4 16. Bxh6 Ne6 17. Bxf8 Qxf8 18. Nxh4 Bg5 19. Qxg5+ Nexg5 20. Nf5 Qd8 21. Nh6+ Kf8 22. Rh2 Qf6 23. Nf5 Ke8 24. Rdh1 Kd7 25. Rxh7 Nxh7 26. Rxh7 Rf8 27. Rh6 Qg5+ 28. Kb1 f6 29. f3 Qd2 30. Rh7+ Kd8 31. Nxd6 Qd1+ 32. Ka2 Qxf3 33. Rxb7 Qxg4 34. Rxa7 Qg1 35. Rb7 Qc5 36. Nf7+ Kc8 37. Rb4 Qe7 38. Nh6 Rh8 39. Nf5 Qc7 40. Be6+ Kd8 41. Ra4 Qb7 42. Nd6 Qh7 43. Nf7+ Kc7 44. Nxh8 Qxh8 45. Ra7+ Kb6 46. Ra4 Qh2 47. Rc4 Qg1 48. Bd7 c5 49. a4 Qd4,Classical,White Wins,1629,29,Normal,0.0,0.8181818181743802,1.0,37.727272726929755,31.909090908800827,1.2727272727157024,38.99999999981429,0.0,0.299999999997,1.0,28.899999999711,35.399999999646,2.299999999977,38.99999999981429
133,133,1. e4 c6 2. d4 d5 3. e5 c5 4. dxc5 Nc6 5. Bb5 Bf5 6. Nf3 e6 7. Be3 Rc8 8. Nc3 Ne7 9. Nd4 Bg6 10. Nxc6 Nxc6 11. Bxc6+ Rxc6 12. b4 Qc7 13. f4 Be7 14. Nb5 Qb8 15. c3 a6 16. Nd6+ Bxd6 17. exd6 Kd7 18. Bd4 f6 19. O-O Re8 20. g4 Be4 21. Qd2 a5 22. a4 axb4 23. cxb4 b6 24. b5 Rxc5 25. Bxc5 bxc5 26. a5 Qxb5 27. a6 Ra8 28. Qa5 Qxa5 29. Rxa5 Kxd6 30. Rc1 c4 31. a7 Kc6 32. Ra6+ Kb7 33. Rxe6 Kxa7 34. Re7+ Kb6 35. Rxg7 Kc5 36. f5 Ra2 37. h3 Rg2+ 38. Kf1 Rh2 39. Rxh7 Rh1+ 40. Ke2 Rxc1 41. Rf7 Rc2+ 42. Ke3 Rh2 43. Rxf6 Rxh3+,Bullet,Black Wins,1922,48,Time forfeit,1.0,0.6363636363578512,0.0,39.27272727237025,31.81818181789256,1.9090909090735537,38.714285714101365,0.0,0.599999999994,0.0,27.699999999723,36.099999999639,3.899999999961,37.714285714106126
134,134,1. e4 c5 2. Nf3 a6 3. c4 Nc6 4. Nc3 e6 5. d4 cxd4 6. Nxd4 d6 7. Be3 Be7 8. Be2 Nf6 9. f3 O-O 10. O-O Re8 11. a3 e5 12. Nc2 Be6 13. Nd5 g6 14. Bb6 Qd7 15. Nc7 Rac8 16. Nxe8 Rxe8 17. b3 Nh5 18. Be3 Qd8 19. Rc1 Bg5 20. f4 exf4 21. Bxh5 fxe3 22. Be2 Bh4 23. g3 Bh3 24. gxh4 Qxh4 25. Rf3 Qg4+ 26. Rg3 Qf5 27. Nxe3 Qe6 28. Bf3 Ne5 29. Bg2 Bxg2 30. Nxg2 f5 31. Qd5 fxe4 32. Qxe6+ Rxe6 33. Nf4 Rf6 34. Nd5 Rf5 35. Rf1 Rxf1+ 36. Kxf1 Nf3 37. Rxf3 exf3 38. Kf2,Classical,White Wins,1689,191,Time forfeit,0.0,0.0,1.0,36.36363636330579,29.999999999727272,1.9090909090735537,38.42857142838844,0.0,0.0,1.0,29.199999999708,33.299999999667,2.099999999979,38.47619047600726
135,135,1. e4 d6 2. e5 dxe5 3. Nf3 e6 4. Nxe5 Bd7 5. Nf3 Bc6 6. Bc4 Bxf3 7. Qxf3 Nc6 8. d4 Qxd4 9. Bb3 Ne5 10. Qxb7 Rd8 11. O-O c6 12. Ba4 Qd7 13. Qxd7+ Rxd7 14. f4 Bc5+ 15. Kh1 Nc4 16. Bxc6 Ne7 17. Bxd7+ Kxd7 18. Rd1+ Ke8 19. b3 Ne3 20. Bxe3 Bxe3 21. Rf1 Nf5 22. g4 Bd4 23. gxf5 Bxa1 24. Nd2 Bc3 25. Nf3 e5 26. fxe5 f6 27. e6 Ke7 28. h3 Rd8 29. Kg2 Rd5 30. Nh4 g5 31. fxg6 hxg6 32. Nxg6+ Kxe6,Bullet,Black Wins,1675,-48,Time forfeit,0.0,1.2727272727157024,1.0,33.72727272696611,33.72727272696611,3.2727272726975207,36.428571428397966,0.0,2.399999999976,0.0,36.699999999633,31.899999999681,2.499999999975,36.85714285696735
136,136,1. e4 e6 2. d4 d5 3. e5 b6 4. Nf3 Ne7 5. Bd3 Ba6 6. O-O c5 7. Bxa6 Nxa6 8. c3 cxd4 9. Qa4+ Qd7 10. Qxa6 d3 11. Qxd3 Nf5 12. Na3 Bxa3 13. bxa3 Rc8 14. Bd2 Qa4 15. Rab1 O-O 16. Qb5 Qxa3 17. Qb3 Qe7 18. Rfc1 Rc4 19. a4 Rfc8 20. a5 Rb8 21. axb6 Rxb6 22. Qa2 Rbc6 23. Rb8+ Rc8 24. Rxc8+ Rxc8 25. Rb1 h6 26. Qb3 Kh7 27. Qb7 Rc7 28. Qb4 Qd7 29. Nd4 Ne7 30. Nb5 Rb7 31. Qd6 Qe8 32. Na3 Rd7 33. Rb8 Nc8 34. Qc5 Rd8 35. Nb5 Qd7 36. Nd6 Nxd6 37. exd6 Rxb8 38. g3 Rb6 39. Bf4 f6 40. Qc7 Qxc7 41. dxc7 Rc6 42. Bd6 Rxc3 43. Kf1 a5 44. Ke2 a4 45. Kd2 d4 46. f4 a3 47. Bxa3 Rxc7 48. Bb2 Rd7 49. Kd3 e5 50. fxe5 fxe5 51. Ke4 Kg6 52. Kxe5 d3 53. Bc3 d2 54. Bxd2 Rxd2,Blitz,Black Wins,1695,281,Normal,1.0,0.7272727272661157,1.0,32.9999999997,29.636363636094213,1.8181818181652893,37.57142857124966,0.0,0.299999999997,0.0,24.499999999755,35.499999999645,1.399999999986,37.23809523791792
137,137,1. e4 e6 2. e5 d5 3. d4 c6 4. f4 Ne7 5. c3 Nf5 6. Nf3 c5 7. Bd3 cxd4 8. Bxf5 exf5 9. cxd4 g6 10. O-O Bg7 11. Be3 O-O 12. Nbd2 Be6 13. Nb3 Nc6 14. a4 b6 15. a5 b5 16. Nc5 a6 17. b4 Ne7 18. Ng5 Qc8 19. Ngxe6 fxe6 20. h3 Nc6 21. g4 Nxb4 22. Qb3 Nc6 23. Rac1 Qc7 24. Qc2 Rfe8 25. gxf5 gxf5 26. Kh1 Kf7 27. Rg1 h6 28. Qg2 Rg8 29. Rc2 Kf8 30. Qf2 Qe7 31. Qf3,Bullet,White Wins,1729,56,Time forfeit,0.0,0.7272727272661157,1.0,31.636363636076034,31.81818181789256,0.45454545454132234,37.76190476172495,0.0,0.99999999999,0.0,30.699999999693,33.099999999669,0.699999999993,37.76190476172495
138,138,1. e4 e6 2. Nf3 Nc6 3. Bb5 Nf6 4. Bxc6 dxc6 5. e5 Ng4 6. O-O Qd5 7. d4 b6 8. Nc3 Qc4 9. Nd2 Qxd4 10. Qf3 Ba6 11. Qxc6+ Kd8 12. Qxa8+ Ke7 13. Nf3 Qc4 14. Bg5+ f6 15. exf6+ gxf6 16. Bh4 Qf4 17. Rfd1 Be2 18. Qd8+ Kf7 19. Qd7+ Be7 20. Nxe2,Classical,White Wins,1608,233,Normal,1.0,0.18181818181652892,1.0,27.181818181571074,34.545454545140494,5.363636363587603,36.809523809348526,0.0,0.299999999997,0.0,34.599999999654,31.399999999686,3.399999999966,36.809523809348526
139,139,1. d4 Nc6 2. e3 d5 3. Nf3 h5 4. c3 Bg4 5. Be2 e6 6. h3 Bf5 7. Nbd2 Nf6 8. Ng5 Bd6 9. Bf3 O-O 10. e4 dxe4 11. Ngxe4 Bxe4 12. Nxe4 Nxe4 13. Bxe4 Ne7 14. Qxh5 g6 15. Qe2 f5 16. Bd3 Nd5 17. g3 Re8 18. Be3 Nxe3 19. fxe3 e5 20. Bc4+ Kg7 21. O-O-O exd4 22. cxd4 Bxg3 23. Rd3 Bf4 24. Rf1 Qd6 25. h4 Re4 26. h5 g5 27. Rh1 Kh6 28. Qf3 Rae8 29. exf4 gxf4 30. Kc2 Re2+ 31. Rd2 Rxd2+ 32. Kxd2 Qxd4+ 33. Qd3 Qxb2+ 34. Qc2 Qb4+ 35. Qc3 Rd8+ 36. Bd3 Qxc3+ 37. Kxc3 Re8 38. Bxf5 Re3+ 39. Kd4 b6 40. Bg6 c5+ 41. Kd5 f3 42. Rf1 Kg5 43. Kc6 Kg4 44. h6 Kg3 45. h7 Kg2 46. Rd1 f2 47. h8=Q Re6+ 48. Kb7 f1=Q 49. Rxf1 Kxf1 50. Qf8+ Ke1 51. Qf5 Kd1 52. Qc2+,Blitz,White Wins,1430,216,Time forfeit,0.0,0.0,0.0,31.636363636076034,34.99999999968182,2.4545454545231404,38.904761904576645,0.0,0.0,1.0,35.099999999649,32.799999999672,1.699999999983,38.95238095219547
140,140,1. e4 c6 2. Bc4 d5 3. exd5 cxd5 4. Bb3 Nf6 5. d4 Nc6 6. c3 Bf5 7. h3 e6 8. Nf3 Bd6 9. O-O O-O 10. Bg5 h6 11. Bxf6 Qxf6 12. Re1 Ne7 13. Ne5 Bxe5 14. dxe5 Qg6 15. Kh2 a5 16. Re2 a4 17. Bxa4 Ra7 18. Bc2 Rfa8 19. a3 Ra4 20. Bxf5 Qxf5 21. Nd2 Ng6 22. Nf3 Nh4 23. Nxh4 Rxh4 24. Qb3 Rb8 25. a4 g5 26. f3 h5 27. Qb5 g4 28. Kg3 gxf3 29. Kxh4 Qf4+ 30. Kxh5 Kg7 31. gxf3 Rh8#,Classical,Black Wins,1673,-61,Normal,0.0,0.18181818181652892,1.0,30.36363636336033,33.36363636333306,3.1818181817892564,38.23809523791316,0.0,0.299999999997,1.0,34.99999999965,31.299999999687,1.199999999988,38.04761904743787
141,141,1. e4 d5 2. exd5 e5 3. d4 Nf6 4. dxe5 Nxd5 5. Nc3 Nxc3 6. Qxd8+ Kxd8 7. bxc3 Nc6 8. e6 Bxe6 9. Bd3 Bc5 10. Nf3 Re8 11. Be3 Bxe3 12. fxe3 Ke7 13. Kd2 Kf8 14. Rhe1 Rad8 15. Rab1 Na5 16. Rb5 b6 17. Rbb1 c5 18. Ke2 c4 19. Be4 Bg4 20. h3 Bh5 21. Bf5 g6 22. Bg4 Bxg4 23. hxg4 Nc6 24. Ng5 Ne5 25. Nxh7+ Kg7 26. Ng5 Nxg4 27. Nf3 Rxe3+,Bullet,Black Wins,1787,-451,Time forfeit,1.0,1.0909090908991737,0.0,31.81818181789256,32.454545454250415,1.9090909090735537,32.04761904746644,0.0,0.299999999997,0.0,30.199999999698,32.399999999676,1.699999999983,31.38095238080295
142,142,1. d4 e6 2. e4 Nf6 3. Bg5 Be7 4. Bxf6 Bxf6 5. e5 Bg5 6. Nf3 Be7 7. Bd3 d5 8. c4 dxc4 9. Bxc4 c6 10. O-O b5 11. Bb3 a5 12. a4 b4 13. Nbd2 Ba6 14. Bc4 O-O 15. Bxa6 Nxa6 16. Nc4 c5 17. dxc5 Nxc5 18. Nd6 Bxd6 19. exd6 Nb3 20. Qxb3 Qxd6 21. Rad1 Qc5 22. Rc1 Qd5 23. Qxd5 exd5 24. b3 Rfd8 25. Nd4 Rac8 26. Rc5 Rxc5 27. h3 Rdc8 28. Rd1 Rc1 29. Rxc1 Rxc1+ 30. Kh2 Rd1 31. Nf3 d4 32. Kg3 d3 33. Kf4 Rb1 34. Nd2 Rb2 35. Ke3 f5 36. Kxd3 g5 37. f3 f4 38. h4 h6 39. h5 Kf7 40. Ke2 Ke6 41. Kd3 Kd5 42. Ke2 Kd4 43. Kd1 Kc3 44. Ne4+ Kd3 45. Kc1 Rxb3 46. Nc5+ Kc3 47. Nxb3 Kxb3 48. Kd2 Kxa4 49. Kc2 b3+ 50. Kb2 Kb4 51. Kb1 a4 52. Kb2 a3+ 53. Kb1 a2+ 54. Kb2 Ka4 55. Ka1,Blitz,White Wins,1332,291,Time forfeit,0.0,0.18181818181652892,1.0,33.090909090608264,29.09090909064463,1.0909090908991737,36.714285714110886,0.0,0.699999999993,0.0,28.399999999716,32.99999999967,1.799999999982,36.619047618873246
143,143,1. g3 g6 2. Bg2 Bg7 3. Nf3 d6 4. O-O f5 5. d4 Nf6 6. c3 Nc6 7. Nbd2 e5 8. dxe5 dxe5 9. Qc2 O-O 10. e4 f4 11. b3 fxg3 12. hxg3 Bg4 13. Bb2 Qe7 14. Rae1 Rad8 15. Nh2 h5 16. Nxg4 Nxg4 17. f3 Nf6 18. Nc4 b5 19. Ne3 Bh6 20. Qf2 g5 21. Rd1 g4 22. Nd5 Nxd5 23. Rxd5 Rxd5 24. exd5 Nd8 25. Qe2 Qd6 26. fxg4 Rxf1+ 27. Kxf1 Qf6+ 28. Kg1 hxg4 29. Qxg4+ Kh7 30. c4 Be3+ 31. Kh1 Qh6+ 32. Qh3 Qxh3+ 33. Bxh3 Bd4 34. Bf5+ Kh6 35. Bc1+ Kh5 36. cxb5 Nf7 37. g4+ Kh4 38. Kg2 Ng5 39. Bxg5+ Kxg5 40. Kf3 Bb6 41. Ke4 a6 42. bxa6,Bullet,White Wins,2012,-28,Time forfeit,0.0,0.18181818181652892,1.0,27.363636363387602,30.636363636085125,1.4545454545322314,38.714285714101365,0.0,0.0,1.0,30.99999999969,29.899999999701,0.899999999991,38.66666666648254
144,144,1. b3 d5 2. Bb2 e5 3. e3 f6 4. Nf3 Ne7 5. Nh4 Be6 6. Be2 Nd7 7. Nf3 Nb6 8. d4 Qd7 9. dxe5 fxe5 10. Nxe5 Qd6 11. Nf3 O-O-O 12. Qd2 Nf5 13. Nc3 Rg8 14. h4 Ne7 15. Nd1 g6 16. Ne5 Nf5 17. g4 Ng7 18. g5 Bf5 19. Nc3 Qxe5 20. Nb5 Qxb2 21. Rd1 Qxa2 22. Nd4 Qb2 23. Nxf5 Nxf5 24. O-O Qe5 25. f4 Qe4 26. Bd3 Qe6 27. Bxf5 Qxf5 28. Qg2 Bd6 29. Rfe1 Rge8 30. e4 dxe4 31. Rxd6 Rxd6 32. Kh1 Rd2 33. Qg1 Qh3+ 34. Qh2 Qxh2#,Bullet,Black Wins,1400,-39,Normal,0.0,0.8181818181743802,0.0,32.54545454515868,31.36363636335124,0.36363636363305785,38.809523809339005,0.0,0.0,0.0,32.299999999677,30.899999999691,1.899999999981,38.619047618863725
145,145,1. e4 c5 2. d3 Nc6 3. Nc3 a6 4. Qh5 e6 5. Bg5 Be7 6. Bd2 Nf6 7. Qd1 b5 8. a3 Bb7 9. Bg5 Nd4 10. Bxf6 Bxf6 11. Nce2 Nc6 12. Ng3 O-O 13. Qd2 Bxb2 14. Rb1 Bf6 15. Nf3 h6 16. Qe3 Bd4 17. Qe2 d5 18. e5 c4 19. Nxd4 Nxd4 20. Qd2 f6 21. c3 Nc6 22. Be2 fxe5 23. Bg4 Qf6 24. dxc4 dxc4 25. Qd7 Qxf2+ 26. Kd1 Rad8 27. Qxd8 Rxd8+ 28. Kc1 Qd2#,Blitz,Black Wins,1222,-349,Normal,0.0,0.2727272727247934,0.0,36.181818181489255,30.54545454517686,1.7272727272570247,38.714285714101365,0.0,0.299999999997,0.0,28.699999999713,34.099999999659,2.99999999997,38.5714285712449
